Date,Open,High,Low,Close,Volume,Adj Close
2016-11-28,370.980011,381.23999,366.220001,377.200012,681700,377.200012
2016-11-21,374.440002,376.049988,370.50,373.670013,411300,373.670013
2016-11-14,373.779999,375.440002,367.070007,372.779999,704300,372.779999
2016-11-07,352.040009,380.299988,349.040009,371.190002,1011800,371.190002
2016-10-31,341.48999,348.720001,337.429993,345.799988,804300,345.799988
2016-10-24,349.320007,349.399994,336.839996,339.690002,848900,339.690002
2016-10-17,355.420013,359.670013,344.410004,345.549988,837700,345.549988
2016-10-10,360.01001,362.00,344.420013,354.910004,577100,354.910004
2016-10-03,361.700012,364.130005,355.26001,357.209991,707500,357.209991
2016-09-26,363.00,364.559998,354.019989,362.459991,546500,362.459991
2016-09-19,368.869995,375.950012,365.549988,365.649994,520800,365.649994
2016-09-12,360.00,369.320007,358.420013,365.970001,732700,365.970001
2016-09-06,373.809998,374.48999,362.130005,362.179993,484700,362.179993
2016-08-29,372.140015,376.649994,366.720001,373.850006,472600,373.850006
2016-08-22,371.899994,374.480011,366.670013,371.089996,384600,368.829895
2016-08-15,368.00,372.980011,366.559998,372.049988,337900,369.784058
2016-08-08,374.540009,375.950012,364.00,366.600006,486000,364.367279
2016-08-01,366.660004,375.26001,364.980011,374.75,700200,372.467621
2016-07-25,363.00,367.220001,358.670013,366.25,458300,364.019379
2016-07-18,357.559998,363.209991,355.399994,363.049988,465600,360.838867
2016-07-11,348.040009,362.00,345.140015,356.850006,660300,354.676636
2016-07-05,338.660004,345.390015,329.579987,345.200012,633100,343.097595
2016-06-27,326.480011,346.299988,317.600006,341.279999,792100,339.201477
2016-06-20,349.51001,356.929993,331.01001,332.51001,673000,330.484894
2016-06-13,346.160004,350.570007,332.01001,341.880005,657200,339.797821
2016-06-06,358.880005,364.480011,345.640015,346.970001,471100,344.856812
2016-05-31,366.299988,366.299988,351.880005,359.369995,516500,357.181274
2016-05-23,354.00,366.049988,353.170013,365.089996,418800,360.58725
2016-05-16,347.609985,357.329987,345.690002,354.01001,566500,349.643921
2016-05-09,355.950012,360.299988,346.269989,347.290009,460600,343.006805
2016-05-02,358.769989,362.679993,350.230011,356.01001,570900,351.619263
2016-04-25,364.01001,369.329987,353.149994,356.329987,488600,351.935303
2016-04-18,353.00,369.209991,351.049988,365.470001,681200,360.962585
2016-04-11,334.910004,358.309998,332.329987,357.73999,778900,353.327911
2016-04-04,342.00,343.290009,326.929993,331.600006,486100,327.510315
2016-03-28,336.00,344.910004,332.00,342.529999,554200,338.305511
2016-03-21,342.769989,345.820007,331.730011,334.279999,575800,330.157257
2016-03-14,337.459991,346.959991,329.589996,342.559998,712100,338.335144
2016-03-07,320.519989,340.190002,316.75,339.649994,826000,335.461029
2016-02-29,312.600006,327.230011,311.089996,323.76001,852600,319.766998
2016-02-22,314.290009,321.720001,297.890015,313.920013,741500,307.875305
2016-02-16,312.029999,321.269989,307.589996,314.290009,787200,308.238159
2016-02-08,301.359985,307.50,286.519989,306.799988,992100,300.892365
2016-02-01,311.910004,316.00,290.070007,307.75,1056600,301.824097
2016-01-25,300.059998,314.339996,289.200012,314.26001,1046800,308.20874
2016-01-19,300.399994,301.890015,280.549988,300.559998,1159300,294.772552
2016-01-11,309.070007,318.429993,290.459991,296.579987,1379800,290.869171
2016-01-04,333.040009,336.100006,307.029999,307.779999,1137200,301.853516
2015-12-28,336.940002,347.149994,334.880005,340.519989,549600,333.963074
2015-12-21,325.630005,340.869995,322.470001,337.399994,541100,330.903168
2015-12-14,322.679993,336.350006,314.619995,321.470001,1119000,315.279907
2015-12-07,359.420013,360.390015,321.220001,322.779999,860000,316.564697
2015-11-30,359.160004,364.869995,350.109985,360.76001,852800,353.813354
2015-11-23,362.850006,364.559998,355.269989,358.390015,477600,349.382324
2015-11-16,343.26001,363.570007,342.579987,362.459991,561200,353.350006
2015-11-09,355.50,357.73999,342.470001,343.25,734800,334.622833
2015-11-02,353.660004,361.50,352.00,356.700012,696800,347.734802
2015-10-26,339.910004,354.589996,333.029999,351.970001,894100,343.123657
2015-10-19,329.339996,341.25,321.690002,340.790009,665900,332.22467
2015-10-12,318.690002,331.279999,311.76001,330.829987,821200,322.514984
2015-10-05,306.190002,321.320007,305.220001,318.109985,799800,310.114685
2015-09-28,300.119995,303.390015,289.149994,303.359985,790300,295.735413
2015-09-21,310.200012,313.899994,299.049988,302.980011,673900,295.36499
2015-09-14,303.25,316.73999,300.269989,308.869995,1002400,301.106934
2015-09-08,299.630005,306.660004,296.079987,303.309998,847600,295.686676
2015-08-31,307.26001,308.76001,291.459991,294.23999,1160900,286.844635
2015-08-24,291.399994,314.98999,275.00,311.230011,1183600,301.28241
2015-08-17,326.25,329.529999,306.950012,307.269989,698100,297.448944
2015-08-10,334.100006,338.359985,319.920013,328.140015,584000,317.651947
2015-08-03,336.670013,339.140015,329.160004,331.850006,564000,321.243347
2015-07-27,339.50,341.720001,334.200012,336.320007,677700,325.570465
2015-07-20,355.970001,356.01001,340.25,341.410004,560000,330.497772
2015-07-13,342.570007,355.690002,340.630005,354.540009,931200,343.20813
2015-07-06,342.359985,345.73999,333.640015,339.459991,892100,328.610107
2015-06-29,350.380005,352.089996,343.660004,345.399994,566100,334.360229
2015-06-22,360.850006,363.529999,350.880005,354.470001,507000,343.14035
2015-06-15,351.630005,361.809998,348.470001,359.190002,603100,347.709503
2015-06-08,356.450012,358.829987,352.01001,353.429993,618700,342.133575
2015-06-01,366.079987,367.269989,350.429993,355.320007,538800,343.963196
2015-05-26,367.01001,369.76001,364.779999,365.779999,508200,351.931641
2015-05-18,370.160004,372.950012,367.529999,368.079987,388000,354.144562
2015-05-11,369.549988,372.660004,362.380005,370.850006,430700,356.809692
2015-05-04,369.790009,371.769989,361.049988,370.040009,412100,356.030365
2015-04-27,374.589996,378.799988,362.339996,368.640015,563500,354.68338
2015-04-20,368.00,373.880005,365.399994,372.980011,420900,358.85907
2015-04-13,369.950012,378.790009,363.160004,365.399994,682800,351.56601
2015-04-06,362.859985,372.98999,361.549988,369.450012,420700,355.462708
2015-03-30,363.100006,369.619995,361.839996,366.399994,460700,352.528168
2015-03-23,377.920013,380.820007,360.01001,361.630005,420300,347.938751
2015-03-16,370.670013,380.98999,369.119995,378.640015,586600,364.304779
2015-03-09,365.470001,369.980011,356.070007,367.73999,502200,353.817444
2015-03-02,371.420013,376.690002,364.850006,365.470001,436500,351.633392
2015-02-23,377.170013,379.880005,371.380005,371.420013,487600,355.273254
2015-02-17,379.51001,382.839996,373.149994,376.640015,744600,360.266327
2015-02-09,360.029999,378.029999,358.829987,376.040009,517700,359.692383
2015-02-02,342.369995,367.470001,339.440002,362.429993,641300,346.674042
2015-01-26,354.00,358.450012,340.269989,340.51001,544900,325.707001
2015-01-20,350.01001,362.040009,342.51001,355.119995,722900,339.681854
2015-01-12,350.209991,354.48999,339.100006,348.070007,606700,332.938324
2015-01-05,353.23999,354.649994,338.549988,349.230011,500700,334.047913
2014-12-29,362.640015,366.600006,352.440002,356.730011,281000,341.221863
2014-12-22,361.179993,366.820007,358.140015,363.630005,311700,347.821899
2014-12-15,346.100006,366.019989,334.600006,360.149994,710600,344.493164
2014-12-08,361.769989,368.640015,340.799988,340.890015,564900,326.070496
2014-12-01,356.720001,364.959991,353.570007,364.399994,534800,348.558411
2014-11-24,357.329987,360.839996,354.359985,359.079987,398900,341.623566
2014-11-17,346.380005,356.609985,343.200012,355.910004,427900,338.607697
2014-11-10,351.50,352.549988,346.100006,347.709991,390700,330.806335
2014-11-03,342.940002,352.549988,337.049988,351.480011,665800,334.393066
2014-10-27,323.369995,342.220001,322.070007,341.109985,575400,324.527161
2014-10-20,313.73999,325.359985,312.00,324.869995,637400,309.076691
2014-10-13,309.540009,319.809998,293.390015,315.679993,915500,300.333435
2014-10-06,328.48999,329.320007,308.50,308.869995,645200,293.854523
2014-09-29,331.00,333.350006,319.119995,327.079987,661600,311.17923
2014-09-22,331.00,336.880005,320.549988,335.070007,636600,318.780823
2014-09-15,328.00,336.00,323.369995,331.75,558000,315.622223
2014-09-08,331.959991,334.25,326.809998,329.070007,411600,313.07251
2014-09-02,332.410004,334.950012,327.019989,332.73999,513700,316.564087
2014-08-25,327.630005,337.649994,327.470001,330.529999,601000,314.461517
2014-08-18,317.079987,327.690002,316.390015,326.00,535000,308.357117
2014-08-11,309.200012,317.149994,307.609985,315.109985,443200,298.056488
2014-08-04,306.48999,308.109985,299.339996,307.799988,626500,291.14209
2014-07-28,314.899994,319.25,300.00,303.450012,626100,287.027527
2014-07-21,318.070007,321.390015,313.619995,314.910004,534200,297.86731
2014-07-14,319.230011,331.899994,317.309998,320.859985,806300,303.4953
2014-07-07,321.26001,322.76001,314.019989,317.809998,467500,300.610352
2014-06-30,317.109985,324.859985,316.50,323.600006,453600,306.087036
2014-06-23,317.160004,319.98999,312.540009,317.089996,538400,299.929321
2014-06-16,308.450012,321.140015,305.839996,318.049988,646200,300.837372
2014-06-09,312.959991,315.75,307.23999,309.450012,412600,292.70282
2014-06-02,304.959991,314.570007,302.329987,313.959991,541000,296.968719
2014-05-27,303.170013,305.98999,301.26001,304.899994,464600,286.60788
2014-05-19,297.179993,301.75,295.00,300.690002,411600,282.650452
2014-05-12,297.420013,307.359985,294.660004,297.529999,594200,279.680023
2014-05-05,298.25,302.869995,295.109985,302.339996,563800,284.201447
2014-04-28,302.019989,304.25,295.369995,299.00,583300,281.061829
2014-04-21,308.130005,310.26001,299.179993,300.450012,531500,282.424866
2014-04-14,298.209991,313.209991,294.899994,308.380005,866000,289.879089
2014-04-07,309.720001,310.529999,292.200012,293.709991,807900,276.089203
2014-03-31,314.459991,321.459991,308.23999,308.920013,685400,290.386719
2014-03-24,301.809998,313.920013,298.609985,310.890015,824000,292.238525
2014-03-17,298.019989,304.200012,295.950012,301.859985,760700,283.750244
2014-03-10,310.670013,311.25,295.709991,295.709991,791300,277.969208
2014-03-03,300.76001,314.23999,297.799988,310.790009,690800,292.144501
2014-02-24,298.950012,308.899994,295.880005,304.839996,742400,284.751312
2014-02-18,303.309998,307.940002,297.50,299.00,570000,279.296173
2014-02-10,297.820007,307.48999,296.130005,303.029999,674600,283.060577
2014-02-03,297.049988,300.00,284.779999,299.869995,1028600,280.108826
2014-01-27,306.609985,307.630005,296.00,300.470001,910700,280.669281
2014-01-21,318.799988,324.73999,302.899994,303.109985,963300,283.135315
2014-01-13,313.51001,326.00,305.880005,316.720001,998300,295.848419
2014-01-06,316.279999,319.630005,311.369995,314.940002,520800,294.18573
2013-12-30,316.290009,318.76001,310.420013,314.170013,376000,293.466492
2013-12-23,318.559998,323.00,313.049988,316.380005,318400,295.530823
2013-12-16,298.00,317.149994,297.48999,314.339996,933300,293.625275
2013-12-09,302.649994,304.929993,291.670013,297.799988,571800,278.175232
2013-12-02,302.50,309.209991,292.019989,301.829987,529300,281.939667
2013-11-25,304.529999,309.850006,299.079987,302.75,408000,282.799042
2013-11-18,305.75,306.609985,297.380005,303.76001,480600,282.19278
2013-11-11,300.730011,305.570007,294.369995,303.190002,532200,281.663239
2013-11-04,303.730011,308.48999,296.540009,301.589996,536700,280.176849
2013-10-28,308.00,311.320007,300.149994,303.649994,583900,282.090576
2013-10-21,301.679993,308.480011,300.119995,307.609985,554300,285.769409
2013-10-14,279.390015,302.440002,277.50,301.660004,773800,280.241882
2013-10-07,268.820007,281.179993,262.679993,280.48999,595700,260.574951
2013-09-30,265.660004,272.25,265.660004,272.01001,526900,252.697067
2013-09-23,278.779999,278.779999,268.309998,270.950012,503600,251.712326
2013-09-16,271.00,285.429993,269.01001,278.299988,981700,258.540436
2013-09-09,262.350006,268.019989,259.480011,264.630005,635300,245.841049
2013-09-03,265.00,267.359985,259.420013,261.230011,539000,242.682449
2013-08-26,268.959991,272.690002,257.190002,260.320007,606800,241.837067
2013-08-19,269.00,270.910004,263.079987,268.799988,630700,248.097931
2013-08-12,279.170013,280.820007,267.570007,270.149994,450900,249.343964
2013-08-05,284.970001,286.630005,277.26001,280.570007,445000,258.961456
2013-07-29,286.809998,288.320007,281.269989,286.619995,607500,264.545502
2013-07-22,280.25,288.820007,278.929993,286.380005,666700,264.324005
2013-07-15,270.170013,280.720001,265.50,280.720001,841600,259.099915
2013-07-08,259.980011,272.029999,255.240005,269.73999,855100,248.96553
2013-07-01,257.609985,261.600006,253.00,257.26001,540900,237.446716
2013-06-24,246.389999,265.50,240.600006,256.850006,1260000,237.068298
2013-06-17,272.559998,279.329987,241.990005,248.669998,1419400,229.51828
2013-06-10,279.049988,282.910004,264.709991,269.730011,826000,248.956329
2013-06-03,279.940002,281.579987,260.519989,280.230011,1021600,258.647644
2013-05-28,285.420013,292.290009,279.140015,279.200012,727000,256.075348
2013-05-20,289.100006,298.140015,277.450012,283.350006,725400,259.881622
2013-05-13,275.76001,291.209991,275.420013,290.950012,581800,266.852142
2013-05-06,271.549988,278.820007,268.029999,276.670013,606800,253.754883
2013-04-29,264.160004,271.600006,260.690002,271.339996,771500,248.866318
2013-04-22,251.240005,264.619995,247.380005,263.769989,680500,241.923294
2013-04-15,260.00,262.459991,243.580002,250.160004,918700,229.440567
2013-04-08,245.470001,265.570007,244.100006,263.130005,609000,241.336319
2013-04-01,256.50,258.00,241.039993,245.789993,811100,225.432495
2013-03-25,255.00,258.679993,251.440002,256.880005,596500,235.603973
2013-03-18,254.110001,259.570007,250.690002,253.130005,700400,232.164566
2013-03-11,248.270004,257.769989,246.279999,256.73999,861000,235.475555
2013-03-04,236.229996,251.699997,236.00,248.270004,838200,227.707092
2013-02-25,242.699997,243.660004,233.800003,236.830002,718500,215.702118
2013-02-19,243.419998,245.360001,235.300003,240.869995,884600,219.381699
2013-02-11,238.179993,247.00,237.309998,242.949997,981800,221.276138
2013-02-04,232.169998,239.490005,231.660004,238.160004,684500,216.913467
2013-01-28,235.589996,238.550003,233.160004,236.889999,851200,215.75676
2013-01-22,234.119995,238.619995,234.050003,236.419998,1027200,215.32869
